Training,ROUGH,TWI,SLOPE,SPI,LANDCOVER,ELEVATION,CURVE,ASPECT
0,0.509237,-2.787294,17.322133,0.195768,4,3039,-0.733392,84.472458
0,0.492032,1.930193,10.688586,0.166788,2,2153.5,-0.90709,161.565048
0,0.432451,21.407954,13.724791,-0.032779,1,1864.5,-0.308796,127.476181
0,0.529919,-13.608345,22.593786,-0.423301,6,3059.5,0.0193,236.592178
0,0.496095,-15.982779,16.080046,-0.173062,6,3085,0.308796,348.690063
0,0.482292,7.972664,34.833927,0.210775,2,2016,-0.733392,105.880142
0,0.47623,5.614646,25.213399,0.564817,2,2002,-0.321663,183.768524
0,0.442125,5.53909,20.41744,0.149079,5,1836,-0.270197,121.53479
0,0.403342,40.542491,15.180776,0.111236,5,1827,-0.84919,154.290039
0,0.423064,-27.584964,17.079724,0.032314,1,1858,-1.003589,196.113419
0,0.483341,-15.875888,23.952159,-0.611521,6,3131,0.463195,344.744873
0,0.520082,-5.230176,16.013179,-0.088124,4,3059,-0.514661,43.754635
0,0.49936,-15.396578,11.160467,0.019003,4,3060,-0.090066,2.489553
0,0.533591,-3.385111,29.536204,-0.057998,4,2576,-0.102932,112.45694
0,0.482898,-1.841873,20.39132,-0.106982,4,2555,-0.797724,147.154938
0,0.457683,14.385391,25.331628,0.087809,2,1996,0.308796,127.819466
0,0.578362,-60.250665,12.977313,-0.437352,2,1983,0.964989,264.289398
0,0.42673,21.442,14.227466,0.160846,5,1823,-1.196586,315
0,0.384706,-21.568012,30.168742,-0.382685,4,1933,-0.694792,231.641525
0,0.499541,-47.332635,12.797822,-0.744813,6,3148,1.492516,289.653839
0,0.473103,-25.640164,16.7849,-0.524725,6,3132,0.064333,58.324532
0,0.51804,-35.269813,18.257455,-0.672969,4,3136,1.016455,321.519806
0,0.538972,-11.365916,11.115058,-0.052774,4,3129,-0.360263,64.440033
0,0.515078,2.870718,14.198778,0.025509,2,2108,0.096499,220.710846
0,0.45882,-9.268036,16.700807,-0.107969,2,2119,0.0386,211.908112
0,0.450278,1.683385,39.136457,-0.303223,4,2557.5,-0.347396,70.06369
0,0.507737,-31.032359,10.519137,-0.409828,4,2538,0.212298,1.84761
0,0.486357,-11.248942,24.180313,-0.408305,2,1929.5,-0.270197,34.624157
0,0.506394,-7.248365,18.929844,0.042538,4,3150,-0.482494,320.599335
0,0.439353,6.886508,14.301285,0.108525,4,3148,-0.463195,10.491477
0,0.459613,-25.332601,20.267637,-0.007179,4,3105.5,-0.771991,325.619659
0,0.588537,-13.274221,21.4599,-0.54567,4,3128,0.617593,340.559967
0,0.490176,-23.125326,16.63165,-0.437674,4,3136,0.84919,351.656097
0,0.498511,-2.691943,18.731413,-0.269052,5,1900,0.771991,119.248825
0,0.516628,1.450839,18.115936,-0.254197,5,1880,0.55326,93.366463
0,0.51215,-13.196611,17.104438,-0.345855,2,2085,-0.051466,206.565048
0,0.517083,3.379553,12.092997,0.00664,2,2105,0,184.899094
0,0.448617,-14.784363,30.391259,-0.013038,4,2564,-0.231597,111.991127
0,0.532656,-103.6419,14.229975,-0.487906,4,2543,0.55326,45
0,0.529646,-1.985374,20.180021,-0.039593,4,1960,-0.566127,221.020615
0,0.464942,-1.267594,12.890179,0.206061,4,1970,-0.823457,183.814072
0,0.539473,-48.210195,13.481672,-0.348168,6,3138,0.656193,250.641006
0,0.503073,-12.882543,17.187042,-0.365225,6,3162,-0.0386,276.709839
0,0.469581,-1.661751,21.948027,-0.258284,4,3148,-0.656193,2.327815
0,0.430505,7.716643,17.045904,0.233238,4,3141,-1.016455,357.510437
0,0.472171,-13.323003,23.943707,-0.401056,4,3163,0.398862,322.125031
0,0.436576,-30.173455,13.887088,-0.545963,4,2698,0.424595,247.963776
0,0.473626,-11.817913,20.724008,-0.397877,4,2707,-0.012867,206.995834
0,0.462669,-0.618684,34.067027,0.34753,2,1768,-1.209453,180.266495
0,0.462574,9.38662,34.646003,0.637077,2,1774,-1.260919,186.666656
0,0.437512,-26.593187,12.779836,-0.276869,5,1785,-0.090066,115.016891
0,0.562332,-7.899922,20.21631,-0.214192,5,1976,0.59186,306.253845
0,0.460024,1.605382,16.750451,-0.160988,5,1986,-0.59186,288.434937
0,0.408105,-20.246423,18.722967,-0.104072,4,1987,-1.402451,338.962494
0,0.474775,14.581375,25.58334,0.592319,4,2007,-0.694792,224.075958
0,0.517005,-53.113454,9.830406,-0.430561,4,2687.5,0.405295,249.102234
0,0.485103,23.024317,12.819467,0.150387,4,2674,-1.408884,137.642548
0,0.489594,-29.964193,13.660114,-0.37972,2,2099.5,0.192998,137.5448
0,0.502659,-12.608238,19.249697,-0.218712,2,2080,0.482495,80.537682
0,0.308299,19.407532,18.457095,-0.246216,2,1747.5,-1.042188,270
0,0.485718,-1.636178,37.067088,-0.521662,5,1784.5,0.385996,334.680298
0,0.503037,-7.300535,17.697973,-0.161882,4,3233,-0.810591,34.261105
0,0.499051,-43.015869,9.601123,-0.56936,4,3230.5,0.482495,348.690063
0,0.502223,-25.345825,13.862039,-0.423213,4,2650,0.347396,104.237282
0,0.4791,16.772946,28.269762,0.525305,2,1628,-1.415317,173.211029
0,0.441952,-7.680526,14.882909,0.102285,4,2130,-0.926389,276.072449
0,0.544766,-5.72812,16.134416,-0.244461,4,3248,-0.681925,55.304848
0,0.431134,32.023122,20.70509,0.585698,2,1606,-1.466783,181.735703
0,0.495478,-25.950134,11.461807,-0.305272,6,2607,-0.212298,236.592178
0,0.507448,-25.668833,12.167056,-0.115034,4,2611.5,-0.270197,173.659805
0,0.474864,-14.656058,14.178712,-0.242772,4,2604.5,-0.0386,176.185928
0,0.489309,-5.427242,19.290117,-0.18279,2,1617,0.656192,118.909187
0,0.470225,-8.746655,13.490358,-0.156327,2,1599,-0.135098,255.256439
0,0.542081,-20.643897,24.507512,-0.49599,6,2593,0.578993,245.432831
0,0.533093,-47.188277,12.851582,-0.498135,6,2610,0.617593,329.036255
0,0.463575,-20.585922,18.716098,-0.489935,6,2603,0.180131,353.990997
0,0.494109,9.793026,21.251633,0.116996,2,1587,-0.669059,135
0,0.486694,-28.142602,12.402474,-0.253327,2,1581,0.090066,243.434952
0,0.449879,-8.6206,22.371799,-0.400379,5,1669,0.321663,128.659805
0,0.42592,23.954102,16.257438,0.319917,5,1644,-1.029322,125.362465
0,0.415459,-14.8228,17.847604,-0.294246,5,1692,-1.376718,205.387909
0,0.478669,-18.478572,16.485201,-0.118522,5,1706,-1.466783,188.806793
0,0.497143,-19.797992,22.28381,-0.77363,4,3331,0.823457,325.784302
0,0.510572,-12.809987,24.726679,-0.37231,4,3337,0.476061,359.181549
0,0.504513,-10.841915,22.689557,-0.408395,4,3336,0.167265,341.565063
0,0.49779,-0.913225,24.710154,0.01038,2,1569,-0.373129,172.694244
0,0.459479,-11.426105,21.339496,-0.408176,2,1591,-0.308796,239.311035
0,0.384384,-8.270793,28.457981,-0.330096,5,1656,-1.929978,167.319611
0,0.417114,6.758017,42.875407,0.529842,5,1685,-2.32884,65.224861
0,0.426244,-13.754458,15.575912,-0.100779,4,2274,-0.527527,332.592438
0,0.413888,21.624403,20.53824,0.408837,4,2273,-1.350985,252.095551
0,0.508987,-13.380393,28.461372,-0.507352,4,3322,0.514661,259.862183
0,0.536161,-32.367733,21.908668,-0.627033,4,3340,1.608315,233.972626
0,0.554066,-22.637246,23.299779,-0.41549,4,3355,0.283063,350.21759
0,0.486752,-5.440491,11.849936,0.043929,6,748,-0.173698,156.801407
0,0.529921,-3.763954,28.56753,-0.103984,2,1561.5,-0.88779,317.827118
0,0.452994,-12.918902,18.726407,0.289609,3,1580,-1.601882,282.724365
0,0.401827,3.58013,19.781245,0.022478,4,2288.5,-1.119387,349.69516
0,0.38877,36.17938,22.965556,0.671086,4,2298.5,-3.319562,192.236115
0,0.465112,-15.328369,9.888689,-0.133908,6,738,-0.077199,99.865807
0,0.46563,4.135456,23.917265,0.080032,2,1508,-0.33453,169.261108
0,0.538654,-7.797256,36.802839,-0.4505,4,2469,0.88779,349.624146
0,0.51515,-4.501132,24.480538,-0.250727,4,2472,0.231597,354.692688
0,0.409712,-7.538137,20.856411,-0.361542,4,2457,-0.527527,271.245361
0,0.436651,-5.173548,20.63266,-0.254447,6,2524,-0.617593,127.476181
0,0.415133,18.737245,18.561427,-0.160651,2,1491,-1.157987,315
0,0.529945,-39.29817,15.494915,-0.521949,5,2117,0.090066,320.599335
0,0.538495,-26.684525,24.262058,-0.826234,4,2487,1.119387,297.255341
0,0.583771,-50.412001,13.004023,-0.465171,4,2497,0.771991,51.170174
0,0.535194,0.114611,14.638592,-0.203049,4,2460,0.192998,22.479435
0,0.433136,-0.770278,26.551029,-0.06006,4,2465,-0.759125,23.40469
0,0.563608,-13.176915,35.200813,-0.438018,6,1605,0.366696,299.852081
0,0.549258,20.865194,16.508628,0.096056,6,1624.5,-0.231597,345.465546
0,0.468939,-6.07725,22.83977,-0.183649,6,2536.5,-0.154398,110.272682
0,0.576588,-84.092183,11.838305,-0.558873,6,2517,1.138687,188.130096
0,0.527868,-73.210653,11.563196,-0.687927,2,2594,1.196586,298.559631
0,0.556927,-34.25087,11.361767,-0.215971,5,2594,-0.212298,34.875328
0,0.475303,-0.007094,22.839081,-0.066364,2,1070,-1.093654,160.659271
0,0.457347,-0.467379,25.448664,-0.17312,5,1064,-0.913523,185.677414
0,0.516735,-11.398172,22.426654,-0.384899,2,1476,0.771991,329.511047
0,0.473629,-3.695481,16.52329,-0.36401,6,2519,-0.244464,115.223923
0,0.540031,-2.548565,21.844365,-0.08053,6,2495,0,113.404686
0,0.574026,-27.699144,25.839147,-1.103673,5,1943,2.135842,303.266907
0,0.527382,-5.09342,22.075229,-0.052283,5,1929,-0.167265,26.565052
0,0.573408,-27.661757,29.174605,-0.85914,5,2107,1.106521,321.490784
0,0.548055,-34.951243,19.174037,-0.332096,5,2112,0.476061,8.354351
0,0.589591,-95.252875,13.924326,-0.481537,5,2115,0.990722,337.203491
0,0.597724,-7.217662,19.989519,-0.084784,2,2582,0.321663,226.1017
0,0.531653,-28.436537,12.236438,-0.336841,5,2599,0.192998,238.240524
0,0.479929,-33.362773,9.543437,-0.335165,5,2613,0.360263,315
0,0.438753,0.390638,30.695343,-0.32235,2,1071,-2.097243,65.353226
0,0.530987,-20.401723,12.252939,-0.267725,2,1486,0.192998,295.640991
0,0.492322,-34.686991,10.997689,-0.452404,2,1947,0.270197,279.090271
0,0.581022,-41.069394,11.872943,-0.456178,2,1950,0.874923,10.304847
0,0.543536,-8.795107,27.292162,-0.120153,2,1978,0.411729,346.14859
0,0.635505,-50.682404,15.847341,-0.704208,5,2121,0.707659,324.162354
0,0.589561,-26.707074,19.418213,-0.850811,5,2110,1.608315,171.253845
0,0.488509,-17.256062,29.80086,-0.649918,2,1281,0.88779,25.602188
0,0.574287,-49.033117,18.879012,-0.950212,2,1271,2.412472,352.647614
0,0.446336,-0.368163,16.415372,-0.17038,2,2201,-0.617593,81.869896
0,0.581463,-45.060308,10.992786,-0.584484,2,2186,0.733392,86.633537
0,0.58385,-35.810267,19.668334,-0.666732,2,1935.5,1.138687,311.268616
0,0.501807,-15.568359,13.864508,-0.26862,2,1987.5,-0.212298,218.018936
0,0.499159,-12.060499,26.258952,-0.486255,2,2110,0.385996,253.495636
0,0.458495,-6.375768,15.044527,-0.023939,2,2029,-0.527527,93.742989
0,0.541361,12.071019,14.827469,0.266137,2,2007,0.012867,107.744675
0,0.495514,15.322995,14.329834,0.045764,2,1489,-0.347396,165.96376
0,0.469561,37.05856,14.66685,0.111275,2,1234,-1.222319,99.462318
0,0.472498,-43.014655,12.024821,-0.529329,2,1931,0.244464,280.840302
0,0.568435,-45.69617,17.353563,-0.735769,5,2104,1.582582,273.04837
0,0.409224,7.631165,15.630369,0.132089,2,957,-0.604726,133.602814
0,0.463796,-12.711975,11.929115,-0.13639,2,946,0.205864,117.552811
0,0.521209,-6.299739,16.595751,-0.186308,2,922,0.205864,93.122131
0,0.489253,4.714556,16.139923,-0.063664,2,2033,-0.244464,80.639809
0,0.509642,-23.325375,14.72889,-0.374841,2,2014,0.437462,57.528809
0,0.467344,8.898772,18.779783,0.03678,5,1227,-1.363851,103.46521
0,0.471903,-28.678111,11.272022,-0.2277,2,944,0.115799,133.698044
0,0.576835,-25.290362,17.870216,-0.5252,2,937.5,0.964989,164.744888
0,0.469207,-8.591074,16.073324,-0.145075,2,904.5,-0.096499,135
0,0.520183,-10.541852,21.207822,-0.196947,2,2318.5,0.733392,298.950989
0,0.514969,-16.399497,21.643702,-0.422291,2,2337.5,0.077199,324.61972
0,0.51561,-18.91737,12.08636,-0.156115,2,2039.5,0.424595,77.005386
0,0.518793,-15.470862,22.151187,-0.586403,2,2012.5,0.714092,121.827446
0,0.479303,4.457921,23.17484,0.140147,5,1963.5,-1.080788,121.293037
0,0.481365,-7.192495,17.983257,-0.109621,5,1959,-0.636893,195.945389
0,0.541961,-9.299821,17.340507,-0.274717,6,2015,0.527527,253.886581
0,0.489893,-41.960951,8.60607,-0.316371,2,2331,0.385996,308.659821
0,0.481918,-22.846268,18.274706,-0.126663,2,2340,-1.363851,270
0,0.481216,-16.789839,16.643099,-0.520239,5,2388,0.424595,195.255112
0,0.514082,-52.738424,9.563321,-0.353212,5,2378,0.025733,152.592422
0,0.454888,-9.235621,13.620866,0.104491,5,1371,-0.900656,193.392502
0,0.491797,0.549647,17.643029,0.022401,5,1380,-0.154398,205.346176
0,0.481733,-2.759857,18.461999,-0.151658,5,1948,-0.25733,103.438187
0,0.490591,7.482974,16.186542,0.178984,5,1933,-0.566127,183.990906
0,0.507444,-8.469137,17.705604,-0.168655,2,1880,-0.55326,165.784149
0,0.443387,-10.541117,15.229567,-0.268314,2,1869,-0.308796,152.650131
0,0.505208,-0.521584,14.794464,-0.000697,5,2363,-0.077199,189.462326
0,0.462954,-28.238436,10.982516,-0.27021,5,2365,-0.283063,198.434952
0,0.432909,-12.352642,19.904714,-0.537702,2,1379,-0.270197,29.427456
0,0.476184,-18.431502,16.00746,-0.117293,5,1359,-0.270197,221.820175
0,0.539903,-17.802314,18.718626,-0.145008,2,1857,0.141532,173.157227
0,0.544434,-31.627252,16.806324,-0.605893,2,1858,1.170853,123.690071
0,0.416125,38.44751,18.256986,0.660558,6,833.5,-2.161575,161.281418
0,0.425579,21.712725,14.880684,0.523272,6,744,-1.389584,134.060806
0,0.470143,-6.096489,11.965524,-0.052763,6,728.5,-0.096499,133.531204
0,0.539634,-2.966381,15.250284,-0.160283,2,1345.5,0.057899,203.895157
0,0.469149,11.373611,17.988688,0.2941,2,1357,-0.636893,213.231705
0,0.465484,0.47591,18.482226,-0.110904,4,3102,-1.061488,53.130104
0,0.585105,-4.513386,20.374733,0.143381,4,3088,1.293085,47.202599
0,0.434355,35.992472,16.332319,0.611521,2,1177,-1.222319,131.112091
0,0.527356,-60.51062,12.280932,-0.474476,2,1338,1.299518,270.578735
0,0.469787,9.320523,10.760593,0.084853,2,1344,-0.373129,222.709396
0,0.477235,12.841037,16.567079,0.33447,1,1292,-1.248052,135
0,0.500824,-68.974582,8.265415,-0.15371,1,1286,-0.437462,170.362457
0,0.505744,3.60909,21.023275,0.188285,1,1277,-0.025733,198.434952
0,0.44701,10.26734,22.344389,0.278085,5,1162,-1.749847,113.611374
0,0.531317,-11.93982,20.902283,-0.416961,2,1384,0.090066,313.047485
0,0.48713,11.248589,13.955147,0.181361,5,1724,-0.231597,234.462326
0,0.463955,6.319764,19.249488,0.372145,2,1738,-0.84919,214.215698
0,0.514658,1.890602,22.160429,0.367254,2,1806,-0.566127,257.366638
0,0.404067,-1.581993,22.075011,-0.086464,5,1834,-1.338118,267.273682
0,0.541431,-7.284416,34.20462,-0.34899,4,3136,0.180131,332.474762
0,0.604169,-43.544033,22.397552,-0.998745,4,3165,1.595448,348.140228
0,0.601619,-27.383135,19.023626,-0.824882,4,3164,1.093654,342.407562
0,0.457406,13.684217,22.949304,0.503151,2,986,-1.659781,139.484604
0,0.488466,13.260703,17.715941,0.38205,2,964,-0.25733,139.343246
0,0.465623,15.092085,22.009927,0.386119,6,937,0.051466,137.260498
0,0.467088,12.774651,19.069685,0.005407,6,909,-0.450328,117.525223
0,0.569851,-2.183769,24.828535,0.03689,2,1318,0.231597,221.88916
0,0.524529,0.425804,16.816642,-0.135759,2,1340,-0.308796,236.768295
0,0.547172,-4.386964,20.270715,-0.107704,2,2291,0.051466,237.994614
0,0.506877,-39.2445,10.897009,-0.326589,2,2305,-0.141532,213.231705
0,0.550402,-21.028446,14.321754,-0.375424,2,2305,0.566127,174.035507
0,0.4513,-11.995277,19.109439,-0.129146,2,2244,-0.488928,143.746155
0,0.482114,5.77576,13.055265,0.21723,2,2223,-0.398862,136.613541
0,0.458903,7.040849,22.923498,0.451775,1,1304,-0.373129,50.710594
0,0.489982,-18.414446,20.420095,-0.365119,1,1294,0.411729,12.094757
0,0.423132,14.686957,26.484243,0.07227,5,1155,-0.720525,159.968994
0,0.357212,-9.266072,12.40588,-0.041433,5,1147,-0.707659,132.510452
0,0.545049,-31.563955,15.735692,-0.387503,5,1361,0.308796,338.42868
0,0.50104,-21.530006,15.023288,-0.136808,5,1378,-0.33453,283.392487
0,0.531126,-22.906903,16.341214,-0.148137,5,1713,0.398862,249.30455
0,0.500503,4.017413,23.048579,-0.031996,2,1729,-0.398862,253.072495
0,0.51281,-22.330104,13.777976,-0.410445,2,1657.5,0.231597,36.702854
0,0.402374,-15.320232,28.457497,-0.818217,2,983.5,-0.501794,53.412346
0,0.539252,-11.61645,15.362012,-0.072504,6,961,0.212298,77.195732
0,0.472822,18.19892,23.971283,0.729025,6,939.5,-1.505383,56.888657
0,0.553882,-31.908099,16.492912,-0.582165,2,2289.5,1.042188,246.336853
0,0.527993,3.410192,14.923734,0.209414,5,2217.5,0.057899,137.121094
0,0.545058,-23.157834,20.588531,-0.741907,5,2208,0.771991,148.324524
0,0.488259,-19.341988,17.385971,-0.632184,2,1730.5,-0.077199,59.264511
0,0.53372,-22.664434,19.586564,-0.47389,2,1712,0.347396,41.566368
0,0.436745,8.031076,23.378286,0.367373,5,1152.5,-1.486083,114.727318
0,0.432498,-25.155543,9.857026,0.051116,5,1138.5,-0.385996,113.198593
0,0.44826,3.477194,19.611224,0.268318,5,2506,-0.521094,184.969742
0,0.424542,0.603638,29.415428,-0.25042,5,2518,-1.312385,196.858398
0,0.499303,-24.766622,16.401532,-0.4587,2,1656,0.55326,149.470291
0,0.496257,-0.796839,25.256429,0.133837,2,1716,-1.080788,126.945587
0,0.511485,-17.634377,19.979726,-0.457118,2,1705,0.707659,171.528854
0,0.48826,-16.980876,16.563427,-0.305991,2,1170,-0.398862,69.179108
0,0.565906,-51.513034,13.546167,-0.511278,2,1162,0.244464,358.451843
0,0.543401,-15.867538,17.444561,-0.224347,5,2488,0.630459,173.157227
0,0.496418,15.808175,8.946363,0.02173,5,2488,-0.29593,144.462326
0,0.486181,-23.33207,12.088813,-0.288196,5,2506,0.308796,254.744888
0,0.463513,10.44299,25.242245,0.523798,5,1690,-1.196586,101.938148
0,0.515558,0.989375,16.348599,0.07482,2,1673,-0.398862,168.453308
0,0.505211,-22.229363,20.726169,-0.779636,2,1179,0.283063,73.20163
0,0.519872,-16.192393,17.045537,-0.645612,2,1581.5,0.501794,148.495728
0,0.590331,-68.086161,10.059497,-0.461279,2,1580.5,0.82989,218.290161
0,0.459066,-5.646772,21.960627,-0.370675,5,1679,-0.443895,83.509232
0,0.55635,3.15276,20.201635,0.135765,5,1659.5,0.328096,118.810791
0,0.504006,-23.546758,14.214345,-0.118343,2,1328,0.192998,270
0,0.435889,-42.284869,12.801078,-0.299275,2,1337,-0.424595,231.788971
0,0.601733,-7.787251,30.825528,0.147646,2,1552,1.067921,217.613953
0,0.565525,-30.537886,21.343346,-0.605738,2,1561,0.617593,158.962494
0,0.572693,2.101336,14.126728,0.206292,2,1062,0.437462,241.260208
0,0.492183,-2.379967,20.673681,-0.063413,2,1194,0.283063,250.769333
0,0.447798,-2.801133,21.899511,-0.100423,2,1215,0.025733,243.10376
0,0.534645,-49.631426,15.780982,-0.453695,2,1328,1.055055,272.04541
0,0.563026,-41.849816,12.926928,-0.391629,2,1328,0.437462,81.869896
0,0.479594,9.475015,19.421748,0.375835,2,1321,-0.283063,189.462326
0,0.523647,-3.039755,16.519363,-0.076792,2,1184,0.720525,236.309937
0,0.496794,11.921623,10.650718,0.220284,2,1198,-0.411729,238.495728
0,0.448651,-13.370939,16.432556,-0.144189,2,2006,-0.29593,145.30484
0,0.477391,-1.60912,18.230213,0.294887,2,1996,-1.067921,177.709396
0,0.484731,0.778022,20.783067,-0.008944,5,1122,-0.347396,81.326828
0,0.470077,14.704766,15.472958,0.307234,5,1463,-0.746258,180.516159
0,0.513852,-68.665866,9.879343,-0.015956,2,1479,-0.192998,262.746796
0,0.487511,3.552282,19.108312,0.231949,2,1492,-0.578993,186.988495
0,0.420564,4.711139,22.433248,-0.079622,2,1502,-0.836324,206.821976
0,0.571311,-16.554642,19.690985,-0.411807,2,1981.5,0.90709,206.878143
0,0.592537,-6.814891,25.410985,0.03549,2,1977,0.984289,145.437469
0,0.391258,44.955093,18.101435,0.135028,5,1132,-2.084376,94.610649
0,0.49138,-14.158635,13.166495,-0.242972,5,1464,-0.154398,284.534454
0,0.610869,-52.457794,14.150953,-0.713216,5,1475,1.582582,256.429565
0,0.568003,-35.608167,17.987427,-0.541016,2,1478.5,1.003589,246.161255
0,0.401675,-26.057048,5.411208,0.052402,2,1486.5,-0.463195,65.556046
0,0.459312,7.496725,31.66687,-0.556212,5,1895.5,-1.157987,169.854462
0,0.416931,59.744593,16.13913,0.712457,5,1888.5,-2.142275,157.864502
0,0.433186,34.99335,10.486258,0.363991,5,2120,-0.984289,138.366455
0,0.485607,-47.067774,13.114581,-0.542246,4,2898,0.521094,268.264282
0,0.453665,11.047624,23.835297,0.325918,2,1453,-1.003588,237.308014
0,0.424026,-17.097819,26.316689,-0.568004,2,1494,0.347396,263.955902
0,0.537993,-81.888163,7.85695,-0.400471,4,2888,0.398862,254.744888
0,0.513553,-12.205342,23.842665,-0.474366,2,1144,0.321663,173.41806
0,0.442233,34.458164,19.042136,0.823162,2,1123,-1.621181,175.763611
0,0.47513,6.138742,29.964206,0.264799,2,1261,-0.733392,162.790436
0,0.493175,-0.033223,25.668396,-0.03345,2,1427,0.141532,176.794785
0,0.484306,-2.7203,17.052256,-0.064173,2,1424,-0.231597,172.366669
0,0.509607,26.982315,14.749825,0.458355,2,1423,-0.604726,169.755905
0,0.597003,-37.421292,28.236459,-0.860446,4,2877,1.067921,50.194427
0,0.438147,7.130623,10.947538,-0.067648,5,1308.5,-0.057899,124.562523
0,0.493534,-10.530177,11.681394,-0.077816,5,1308.5,0.482495,199.653824
0,0.498157,-30.734642,18.500708,-0.750611,2,850,1.582582,306.253845
0,0.450206,-0.432309,21.154924,-0.773969,6,839,0.405295,31.798912
0,0.443461,-1.449988,23.283483,-0.456301,6,850,1.215886,262.715973
0,0.424911,-15.991742,16.209577,-0.295067,5,1085.5,-1.157987,91.397179
0,0.464645,-6.735879,25.745382,-0.447461,2,1126.5,0.0193,330.395538
0,0.43864,4.685205,31.464361,0.494261,2,1140.5,-1.331685,344.953613
0,0.519874,5.371698,22.242432,0.167401,2,1227.5,0.096499,185.440338
0,0.462619,44.387965,11.915971,0.436474,2,1230.5,-1.177287,194.03624
0,0.423266,4.779865,15.145953,-0.124678,2,1242.5,-0.328096,248.498566
0,0.474204,9.892085,16.566414,0.199481,6,1294.5,-1.524683,342.407562
0,0.437919,9.493954,10.709085,0.199069,6,1302.5,-1.119387,270
0,0.388822,11.149951,13.47368,0.051194,6,1311.5,-1.331685,218.77417
0,0.523285,11.112994,18.586356,0.142767,3,1327.5,-1.080788,266.633545
0,0.448562,10.331111,10.066613,-0.012356,5,1344.5,-0.540394,271.080933
0,0.447411,2.0574,19.402206,-0.10151,3,1353,-0.385996,202.442749
0,0.479694,1.325455,25.557119,-0.069454,2,1371.5,0.250897,203.629379
0,0.427782,3.728301,20.925892,0.133108,2,1401.5,-0.82989,251.565048
0,0.441592,-8.634925,21.141785,-0.371302,2,1421,-0.578993,324.462311
0,0.425842,14.336697,30.533183,0.953057,2,1435,-1.235186,325.922791
0,0.476687,3.490846,22.117335,-0.253579,4,2557,-0.366696,108.434952
0,0.490872,-28.180686,12.347048,-0.371461,2,1344,0.29593,167.735229
0,0.456803,-18.088994,9.697088,-0.243015,2,1342,0.090066,104.036247
0,0.512578,-13.808451,26.350784,-0.748617,2,1412,0.514661,329.826477
0,0.501392,-76.653429,15.797431,-0.505061,2,860,0.669059,263.659821
0,0.52932,-25.740762,22.345696,-0.385587,6,861,-0.231597,74.054604
0,0.452155,32.344042,17.743354,0.468383,6,837,-0.990722,287.447174
0,0.476463,-9.090519,25.009355,-0.287361,2,1737,-0.0386,177.58049
0,0.439106,-2.531522,18.69911,0.17595,2,1720,-0.527527,147.994614
0,0.442214,-34.890951,18.645364,0.009536,2,1609,-0.874923,162.78392
0,0.522811,2.43627,15.60199,0.213038,2,1605,-0.347396,167.412308
0,0.515594,12.401675,11.395754,0.17376,2,1191,-0.29593,268.958374
0,0.462754,-8.023029,29.319007,-0.69032,2,1254,0.823457,305.439911
0,0.440579,-0.072927,47.859029,-0.057617,6,1395,-0.463195,4.044486
0,0.423155,4.9192,32.193654,0.574279,6,1362,-1.093654,19.75947
0,0.459368,7.780814,24.472992,0.437764,6,1367,-0.977855,348.690063
0,0.449699,-3.365763,9.419857,0.013203,4,2541,-0.180131,138.012787
0,0.470452,7.822917,13.725219,0.211452,2,1280,-0.501794,155.674423
0,0.506282,-9.650487,32.283969,-0.747236,2,1401,0.926389,295.844391
0,0.599671,-49.685964,12.586627,-0.803605,5,1432,1.209453,312.797394
0,0.601848,-21.850793,21.011371,-0.170017,2,1710,-0.25733,210.96376
0,0.563379,-88.294156,7.651817,-0.235653,2,1718,0.283063,150.945389
0,0.481521,-19.93065,11.978598,-0.119471,5,1055,-0.051466,210.203232
0,0.415153,12.340302,13.636414,0.062816,2,1062,-0.952122,179.144897
0,0.4573,2.128903,23.686195,-0.142589,5,1349,-0.617593,262.568604
0,0.503502,10.244129,15.252973,0.260492,2,1259,0.077199,178.830856
0,0.460076,-17.598381,21.842725,0.453083,2,970.5,-0.578993,88.290184
0,0.530419,-37.3168,40.575027,-0.116142,2,917,0.559694,80.073753
0,0.580275,-25.601377,21.060427,-0.524246,2,1709.5,1.003589,203.198593
0,0.440109,27.746213,19.712079,0.374808,5,1347,-1.505383,349.380341
0,0.497725,-13.092809,27.543628,-0.32465,2,1394,0.733392,267.655853
0,0.472086,-21.203022,28.473938,0.223774,2,982,-0.205864,75.31678
0,0.56017,-15.385612,30.6826,0.635452,2,934,0.527527,103.134026
0,0.434595,5.641274,18.84239,0.003948,4,2156,-0.578993,128.088776
0,0.565315,7.119174,14.440084,-0.015394,4,2141,0.231597,118.300758
0,0.530744,-34.905023,17.973584,-0.409391,2,1391,0.746258,278.130096
0,0.511978,-4.218401,15.488788,-0.086321,6,1536,0.437462,137.009552
0,0.454598,-48.096144,12.79484,-0.136727,4,2815,-0.154398,260.21759
0,0.490695,-22.193568,16.913939,-0.64759,4,2832,0.128665,230.332153
0,0.45224,-35.969883,20.130347,-0.222867,6,2268,-1.055055,102.567444
0,0.546407,-22.39071,24.006368,-0.677298,2,2245,0.283063,57.215717
0,0.610109,-9.963261,35.041222,-0.545844,6,1569.5,2.238774,316.476379
0,0.594102,-78.992828,8.830498,-0.498467,6,1593.5,0.598293,311.423676
0,0.407126,9.934415,13.350531,0.243007,2,1019.5,-1.428184,151.762558
